Campus,Building Name,Latitude,Longitude
Danforth,Mechanical,38.64972731616297,-90.305540739097
Danforth,Mechanical,38.64929362783321,-90.3034782715465
Danforth,Mechanical,38.651089033211576,-90.31313121338393
Danforth,Mechanical,38.646927532405414,-90.30651990071303
Danforth,Mechanical,38.64915909538523,-90.30260609714732
Danforth,Mechanical,38.64964062100616,-90.31244006361804
Danforth,Mechanical,38.64969331756971,-90.31243184079926
Danforth,Mechanical,38.64975885609615,-90.31242156820466
Danforth,Mechanical,38.64955453612465,-90.31173194012497
Danforth,Mechanical,38.64995891235977,-90.3114232826465
Danforth,Mechanical,38.64996315036044,-90.31146936640025
Danforth,Mechanical,38.64994556161547,-90.31119056868226
Danforth,Mechanical,38.64994809018573,-90.31114298456234
Danforth,Mechanical,38.64979741491691,-90.30901544954939
Danforth,Mechanical,38.64978365162468,-90.30887652675901
Danforth,Mechanical,38.649353218182476,-90.30444246289552
Danforth,Mechanical,38.6491665331563,-90.30398280610373
Danforth,Mechanical,38.64909431540637,-90.30685316292735
Danforth,Mechanical,38.64734536830689,-90.31019607285963
Danforth,Mechanical,38.650458214720196,-90.31451657293687
Danforth,Mechanical,38.650452402171986,-90.31445997943331
Danforth,Mechanical,38.64659936998622,-90.30361040534052
Danforth,Mechanical,38.6465808528845,-90.30342349078329
Danforth,Mechanical,38.649185076506946,-90.30780266421637
Danforth,Mechanical,38.64916205755633,-90.3076311540894
Danforth,Mechanical,38.649131634079495,-90.30759079026839
Danforth,Mechanical,38.6491714312377,-90.30752720859057
Danforth,Mechanical,38.64864134496071,-90.30331968424954
Danforth,Mechanical,38.64689391699208,-90.30158430663076
Danforth,Mechanical,38.64877669404708,-90.30431421237303
Danforth,Mechanical,38.6488242726625,-90.30423490948473
Danforth,Monument,38.648124540964815,-90.30775520837634
Danforth,OLIN LIBRARY,38.64848005306794,-90.30771808560465
Danforth,Outside Stairs,38.65067568617305,-90.31234489972006
Danforth,PLANT GROWTH,38.64733672480822,-90.30861844397901
Danforth,POWER PLANT,38.64978480598301,-90.30625908576914
Danforth,PRESS BOX,38.64736392766466,-90.31386312169055
Danforth,RADIO CHEMISTRY BUILDING,38.64991735062767,-90.30747002898119
Danforth,REBSTOCK HALL,38.647592199546395,-90.30804530478375
Danforth,RIDGLEY HALL,38.649023143977445,-90.30643478264491
Danforth,RIDGLEY HALL,38.64823525288492,-90.30648436991808
Danforth,RIDGLEY HALL,38.648221543497705,-90.30634149192545
Danforth,RIDGLEY HALL,38.64899206740723,-90.3063820697817
Danforth,RIDGLEY HALL,38.648162520282455,-90.30630833672166
Danforth,RIDGLEY HALL,38.64823282067523,-90.30625851208573
Danforth,RIDGLEY HALL,38.64824108435295,-90.30654400985833
Danforth,RIDGLEY HALL,38.64840489816273,-90.30621334846634
Danforth,RIDGLEY HALL,38.6483020710432,-90.30623110872847
Danforth,RUDOLPH HALL,38.649068561750425,-90.3045125507961
Danforth,Retaining Wall,38.64884176188803,-90.30171856154394
Danforth,Retaining Wall,38.648838036932055,-90.3016742529767
Danforth,Retaining Wall,38.648615774029246,-90.30147806557706
Danforth,Retaining Wall,38.64864409014531,-90.30147318730157
Danforth,Retaining Wall,38.64916411166875,-90.30263478179164
Danforth,Retaining Wall,38.649172178351186,-90.30270641994022
Danforth,Retaining Wall,38.65046683609515,-90.31456789838276
Danforth,Retaining Wall,38.65044399021027,-90.3143573348522
Danforth,Retaining Wall,38.648835416463754,-90.30166506786975
Danforth,Retaining Wall,38.64884290043221,-90.3017279273021
Danforth,SCHNUCK PAVILION,38.648411716662324,-90.30380571600156
Danforth,SEIGLE HALL,38.648983666146044,-90.31268572331068
Danforth,SEVER HALL,38.64882139179094,-90.30639306158722
Danforth,SIMON HALL,38.64813551582994,-90.31160846049819
Danforth,SIMON HALL,38.648398992374716,-90.31141635942043
Danforth,SIMON HALL,38.6478279062112,-90.31123442033213
Danforth,SNOW WAY PARKING GARAGE,38.650092579576715,-90.31301158549525
Danforth,SOMERS FAMILY HALL,38.64709467180682,-90.30759524811185
Danforth,STEINBERG HALL,38.64657729471985,-90.30277166572715
Danforth,STEINBERG HALL,38.64651498195761,-90.30279784670849
Danforth,STORAGE SHED,38.647521610569676,-90.31470383089011
Danforth,SUMERS REC CENTER,38.648621080144856,-90.31488935249871
Danforth,SUMERS REC CENTER,38.648734829932685,-90.31531261626358
Danforth,SUMERS WELCOME CENTER PAVILION,38.6473514688242,-90.30398729732083
Danforth,Shed,38.64684739687461,-90.31550677635242
Danforth,Shelter,38.64690991121067,-90.30895638454948
Danforth,Shelter,38.64771128946972,-90.31258372229628
Danforth,UMRATH HALL,38.647913570672614,-90.3096717285546
Danforth,UMRATH HALL,38.64791194513352,-90.31004082375361
Danforth,UMRATH HALL,38.64799479178479,-90.30978278466453
Danforth,UMRATH HALL,38.64784728175441,-90.3090696076689
Danforth,UNDERGROUND GARAGE,38.647940091678606,-90.30412887003288
Danforth,UNDERGROUND GARAGE,38.6480571918778,-90.30289183710569
Danforth,UNDERGROUND GARAGE,38.647589672519,-90.30296601568992
Danforth,UNDERGROUND GARAGE,38.647408251350555,-90.30302534207105
Danforth,UNDERGROUND GARAGE,38.64835764405444,-90.3036625924579
Danforth,URBAUER HALL,38.64935095166044,-90.30616180355457
Danforth,VILLAGE EAST,38.65072011580592,-90.31179861094893
Danforth,VILLAGE HOUSE,38.650629316325926,-90.314031577066
Danforth,WALKER HALL,38.64685969400206,-90.30200375476132
Danforth,WEIL HALL,38.647143941435154,-90.30344498552168
Danforth,WHITAKER HALL ,38.64905463349696,-90.30324593269438
Danforth,WILSON HALL,38.64756424235304,-90.30702059398345
Danforth,WOMEN'S BUILDING,38.64942538762523,-90.30844538839406
Danforth,WOMEN'S BUILDING,38.64966577862927,-90.30835633284673
Danforth,WRIGHTON HALL,38.649473778657274,-90.30904370686386
MS,1234 Kingshighway Blvd,38.6247459996441,-90.26424201621366
MS,222 S. Newstead,38.63664542377924,-90.25547770259247
MS,4205 Forest Park,38.636658660361896,-90.249677264627
MS,4240 Building,38.63469187355322,-90.25156197755408
MS,4444 Forest Park,38.63717023653674,-90.25718083387734
MS,4480 Clayton,38.632575239998154,-90.25943851985164
MS,4488 Forest Park,38.637754956854934,-90.2588091993835
MS,4511 Forest Park,38.6389703368281,-90.25989004806219
MS,4522 McKinley,38.63370530192779,-90.26105876056194
MS,4533 Clayton,38.63328893952282,-90.26163586790744
MS,4560 Clayton (Research Building),38.63262230414689,-90.26297051474478
MS,620 S. Taylor ,38.634339104823034,-90.25918264765964
MS,825 S. Taylor (CID School),38.63280770849671,-90.26221288112819
MS,BJC Institute of Health at WUSM (BJCIH),38.6364648605004,-90.26350927108786
MS,BJC at the Commons,38.633156724544065,-90.25174360721269
MS,Barnard Hospital,38.63609911969672,-90.26497875302482
MS,Barnes Central,38.635605865851915,-90.26493763731703
MS,Barnes Lodge,38.632792587708785,-90.2612482467488
MS,Barnes Service Building,38.63597481752617,-90.26467942598009
MS,Becker Medical Library,38.634819776514604,-90.2630138173051
MS,Biotechnology Center,38.635432454586464,-90.26165295075155
MS,Building,38.63563570491227,-90.2623673242486
MS,Building,38.63886160952418,-90.25994963702374
MS,Building,38.63480503706013,-90.25097062722274
MS,Building,38.63509346818028,-90.25173651036796
MS,Building,38.636508969652525,-90.26402605703578
MS,Building,38.636170002157264,-90.26302414677545
MS,Building,38.638005304285365,-90.26535037876012
MS,Building,38.63563570491227,-90.2623673242486
MS,Building,38.633564436010346,-90.26209428786879
MS,Building,38.63886160952418,-90.25994963702374
MS,Building,38.63480503706013,-90.25097062722274
MS,Building,38.636508969652525,-90.26402605703578
MS,Building,38.636170002157264,-90.26302414677545
MS,CORTEX 1,38.636494401246345,-90.25298406403326
MS,CSRB - North Tower Addition,38.63764038093845,-90.2636338438049
MS,Cancer Research Building,38.634791398645305,-90.26272926544762
MS,Center for Advanced Medical (CAM),38.638613905027896,-90.26320849422358
MS,Center of Outpatient Health (CCH),38.639721197093685,-90.26252343583305
MS,Child Devolopment Center,38.63578730705738,-90.25644152950665
MS,Children's Hospital,38.63769127849054,-90.26481863062759
MS,Children's Hospital - Under Construction,38.63808552913924,-90.26539278308795
MS,Children's Place Garage,38.63662800694129,-90.26546345753026
MS,Clayton Avenue Building,38.63360541206281,-90.25433857824116
MS,Clayton Garage,38.63358791368187,-90.25925821599161
MS,Clinical Science Research Building,38.63738091072274,-90.26416218193364
MS,Core @718,38.633576475964084,-90.26270184996484
MS,Core @818,38.63271393571289,-90.2634110533692
MS,Couch Biomedical Research Building,38.634282125861105,-90.26093151503868
MS,Cresent,38.63525243813827,-90.2540945016743
MS,Duncan / Taylor Garage,38.636092344344206,-90.25908194393024
MS,Duncan Central Garage,38.635902358252935,-90.25843514914027
MS,East Building,38.63534848351505,-90.26064772142428
MS,East Garage,38.63562184984189,-90.25715359873571
MS,East Imaging,38.63520723311402,-90.26001582222466
MS,East McDonnell S.R.F.,38.63459174723628,-90.26124594930317
MS,East Pavilion,38.63519787407511,-90.26434892611216
MS,Eric P. Newman Education Center,38.63687046658197,-90.26234317294046
MS,Euclid Power Plant,38.63572712745019,-90.26248286840968
MS,Farrell Learning and Teaching Center,38.63532854406345,-90.26262585557271
MS,Forest Park / Laclede Garage,38.6399252630829,-90.26318558633893
MS,Fort Labs,38.635876940877054,-90.25503063793433
MS,Goldfarb College of Nursing,38.63721443702894,-90.25892459357642
MS,Grant Medical Clinic,38.64154386060091,-90.25798943559995
MS,HAP Building,38.633259491132556,-90.26204035530817
MS,Irene Walter Johnson Institute of Rehab,38.6357252698235,-90.26351343256549
MS,Mallinckrodt Institute of Radiology,38.63582761835974,-90.26513733799042
MS,Maternity,38.63543288803807,-90.26377022019851
MS,McDonnell Medical Science Building,38.634643255863054,-90.26217587844121
MS,McDonnell Pediatric Research Building,38.637385386900725,-90.26328563246928
MS,McMillan,38.63548658951809,-90.26333946630338
MS,Metro Garage,38.63582613370013,-90.26015710479197
MS,Metro Garage,38.63594378062459,-90.2608138724561
MS,Mid Campus Center,38.6362075919649,-90.26189531038658
MS,North Building,38.6351278360664,-90.2626424603499
MS,North Garage,38.63826360197198,-90.26223809686059
MS,Northwest Tower,38.63706181883936,-90.26545868624879
MS,Olin Residence Hall,38.6347338090145,-90.2618640567828
MS,Parkview Tower,38.638789278486634,-90.26496389123454
MS,Parkway Hotel,38.638539858369214,-90.26171840654877
MS,Peters Building,38.635647314449976,-90.26423873521334
MS,Rand Johnson,38.63561267982553,-90.26537259877378
MS,Rehabilitation Institute of St. Louis (RISL),38.6372459588316,-90.25798189189167
MS,Renard,38.63596058746732,-90.26444998961077
MS,SIRF,38.63376631046397,-90.26234864788515
MS,SRF + East,38.6338444771732,-90.26207356359544
MS,STLCOP,38.63742505682709,-90.26232682399394
MS,STLCOP,38.636792650025434,-90.26170953335999
MS,STLCOP,38.636561822640964,-90.26019296331258
MS,STLCOP,38.636614856069784,-90.26101938701626
MS,STLCOP,38.637520856619545,-90.26045177276822
MS,Shoenberg Pavillon,38.6389617040386,-90.26415003784005
MS,Shriner's Hospital,38.632443648889264,-90.25813947926461
MS,South Building,38.63441838907566,-90.26274389177448
MS,Southwest Tower,38.63611661644739,-90.26549662489708
MS,Subsurface Garage,38.63405339180541,-90.26503365792131
MS,Supply Room,38.63381356975449,-90.26279509388232
MS,Taylor Avenue Building (TAB),38.63465207923477,-90.25914981169986
MS,The Newstead Facility,38.63329327550898,-90.25771593774627
MS,West Building,38.63583245528981,-90.26380146452827
MS,West Pavilion,38.635349119826046,-90.2653127236741
MS,Wohl Clinic,38.636440866906035,-90.26456010418396
MS,Wohl Clinic,38.636450651615206,-90.26471362617683
MS,Wohl Clinic,38.636450651615206,-90.26471362617683
MS,Wohl Hospital,38.63643674466182,-90.26499540920183
Medical,New Tower Construction,38.6355513398517,-90.26562160711951
North Campus,FAMILY LEARNING CENTER,38.65911153983549,-90.29710406850612
North Campus,NORTH CAMPUS,38.65779474142928,-90.29756040267252
Off,1A,38.655805950994306,-90.30137032537047
Off,1B,38.655921253165765,-90.30196762983586
Off,2,38.65629668886874,-90.3014586847554
Off,201,38.65020862276474,-90.30653367112276
Off,276,38.64965832511665,-90.30032095985297
Off,3,38.64468376456096,-90.31103653918917
Off,3,38.656365172881685,-90.30221366542287
Off,304-10,38.650220989795685,-90.30026805637031
Off,351-59,38.65098995753447,-90.29439107717657
Off,375,38.6518350229786,-90.31510960196674
Off,4,38.64439963169026,-90.31097753185135
Off,400,38.65210929109522,-90.29986037420318
Off,5,38.64407707411479,-90.31099438135533
Off,520,38.65456182055333,-90.30913831480919
Off,520,38.654290062591734,-90.29963741636642
Off,551,38.65513077252318,-90.3057064879709
Off,560 GARAGE,38.655584678179466,-90.30990057551185
Off,560 MUSIC CENTER,38.65571371114729,-90.31056590209725
Off,5960,38.65100259348613,-90.29391511919633
Off,5967,38.655104456667736,-90.29308475603271
Off,5977,38.65507279801978,-90.2933436471085
Off,6000,38.650057992580635,-90.2946327710934
Off,6001,38.65156044018872,-90.29433534014312
Off,6005,38.65156296393752,-90.29441550043431
Off,6005,38.655224922768234,-90.29432120488582
Off,6010,38.649186902630575,-90.29503765135851
Off,6014,38.64923141052068,-90.29520722240667
Off,6015,38.64962435934615,-90.29503657150545
Off,6020,38.650129917578575,-90.29525919350995
Off,6021,38.649646565362296,-90.29533459292668
Off,6030,38.649308981573284,-90.2957248392893
Off,6031,38.650674669454865,-90.29549013820142
Off,6045,38.655429839023064,-90.29580197116181
Off,6054,38.64932880583866,-90.29658319975539
Off,6060,38.64934859610393,-90.29677350477333
Off,610,38.65568201646724,-90.29942198730609
Off,6100,38.64937282587551,-90.2971290320465
Off,6101,38.65532953377586,-90.29620853260201
Off,6104,38.649409566774274,-90.29728771277652
Off,6109,38.650838184387396,-90.29726365160893
Off,6110,38.64942220406612,-90.29746068597161
Off,6111,38.64984099837809,-90.29736782405797
Off,6116,38.64945505202817,-90.29768974591391
Off,6117-19,38.64987198987276,-90.29777337166351
Off,6124,38.64947809822254,-90.29792250122568
Off,6127,38.64992304117114,-90.29797477245302
Off,6132,38.64951957800477,-90.29821069178234
Off,6133,38.64993373228672,-90.29816407282048
Off,6134-36,38.64954057469505,-90.29831928971088
Off,6136,38.65044558438132,-90.29816306116042
Off,6139,38.649930608773815,-90.29829443779715
Off,6142-44,38.650440533288354,-90.298436774207
Off,6145-51,38.65105343095087,-90.2985828875362
Off,6146,38.65045237471201,-90.2986053774456
Off,6152,38.65044756796605,-90.29883016426513
Off,6156-58,38.64962409896292,-90.29919661622627
Off,6158-6170,38.65046098818573,-90.2992718435978
Off,6163,38.65004399076343,-90.29921600428806
Off,6164,38.6496453925332,-90.29943580744795
Off,6169,38.65006280710849,-90.29952761095808
Off,6170,38.64961655644754,-90.29965538814754
Off,6176,38.64968781586405,-90.29985213823305
Off,6188,38.65148810610892,-90.30006331013156
Off,6201,38.65664306774322,-90.30126390153148
Off,621 N. Skinker,38.65608826431953,-90.29995543742997
Off,6214,38.64571460397864,-90.30201695257914
Off,6217,38.656971377569576,-90.30008830445887
Off,6219,38.65707643950785,-90.30016152027618
Off,622-38,38.656164832491534,-90.29936869561563
Off,6220,38.6589761196388,-90.29906267277183
Off,6238,38.65934877116466,-90.30057161852186
Off,6239,38.658774069966015,-90.30070549029168
Off,6249,38.65893627094631,-90.30092635710058
Off,6249,38.6600234767442,-90.30072665700158
Off,6251,38.66001045831792,-90.30085674567604
Off,6252,38.65960396176516,-90.30102245718194
Off,6253,38.66010617893836,-90.30092225449467
Off,6255,38.660119183075295,-90.30103534789738
Off,6260,38.65823085806216,-90.30085898992675
Off,6261,38.65907711787379,-90.30140518887698
Off,6262,38.65978830165785,-90.30141085246967
Off,6265,38.658180652042695,-90.30171626827894
Off,6266,38.65833952344053,-90.30100502658249
Off,6269,38.65921055396922,-90.30163319514594
Off,6270,38.658440230734094,-90.30119015437066
Off,6273,38.65829002975348,-90.3018443266248
Off,6275,38.65836509713327,-90.30188586232804
Off,6282,38.66113791616105,-90.30116405731353
Off,6308,38.659096707294175,-90.30228559535561
Off,6309,38.65945338365906,-90.30196604427344
Off,6310,38.66020374041606,-90.30220184067528
Off,6311,38.659506703342664,-90.30210367920745
Off,6311,38.658486491183666,-90.3023006401055
Off,6314,38.66029013388429,-90.30233543050018
Off,6317,38.659581745384635,-90.30226354132238
Off,6320,38.645907886373095,-90.30409195626166
Off,6364,38.646119691507245,-90.30619576452513
Off,6372,38.646157305013496,-90.3064835226271
Off,6400,38.64611793351379,-90.30724700108021
Off,6408,38.646149401406475,-90.30759797044257
Off,6414,38.64619180808274,-90.30793216180082
Off,6414,38.659649911969375,-90.30353065690595
Off,6425,38.660176482147975,-90.30339965292156
Off,6429,38.66033769124773,-90.30362289384628
Off,6465,38.64566774194264,-90.30986297969771
Off,6490,38.65665085108842,-90.30407639647525
Off,6500,38.64516185107819,-90.31099621598736
Off,6601,38.66148487738385,-90.30415610387813
Off,6601,38.6537272940421,-90.30581985654786
Off,6602,38.65887202669497,-90.30583552426756
Off,6603,38.6594435966843,-90.30575581881898
Off,6607,38.650830720943304,-90.30805064703897
Off,6609,38.653750986962095,-90.30614976818677
Off,6609,38.6593901248616,-90.3060034564714
Off,6609-6611,38.65510593534442,-90.30586583135667
Off,6610,38.662194057978695,-90.30524025565308
Off,6612,38.65898065689016,-90.30627284300928
Off,6619,38.653783886408014,-90.30649249202791
Off,6620,38.6590214333647,-90.306836838742
Off,6625,38.65505439817219,-90.30659821241643
Off,6627,38.65092973057087,-90.30877445438442
Off,6628,38.654610630410545,-90.30688279659188
Off,6629,38.65508101963829,-90.30672172149026
Off,6631,38.65945807547863,-90.30696280472152
Off,6633,38.650961698387604,-90.30902046042048
Off,6633,38.65946671117979,-90.30711951378476
Off,6633-6635,38.655103507674156,-90.30698292109666
Off,6639,38.65510430601298,-90.307168496914
Off,6639,38.65097430968986,-90.30928518834051
Off,6640,38.654685438493665,-90.30748961215087
Off,6645,38.65100527268353,-90.30953019596078
Off,6646,38.6614785394002,-90.30664598424713
Off,6647,38.65517674065327,-90.3074619159651
Off,6649,38.65102998514418,-90.3097332757544
Off,6654,38.65467163768558,-90.30806812153315
Off,6662,38.66274608653591,-90.30720400209756
Off,6665,38.65527745341025,-90.30823450018379
Off,6677,38.655326711937676,-90.30889415876982
Off,6678,38.654844220590846,-90.30904600271003
Off,6679,38.65418755183864,-90.30922305167286
Off,6801,38.65114295192169,-90.31020143264494
Off,6811,38.651179187875364,-90.31039989007448
Off,6820,38.656164434212556,-90.30994863927614
Off,6823,38.654140388997114,-90.31047071613136
Off,6833,38.6541346324858,-90.31086890544053
Off,6837,38.65418078337498,-90.31107625056934
Off,7,38.64367403037899,-90.31111625438632
Off,7001,38.65240734363619,-90.31502865037808
Off,7002,38.65209873516556,-90.3150491442478
Off,7005,38.65241169433614,-90.31516603552515
Off,702,38.656996278496514,-90.30433910698345
Off,7020,38.65209480322512,-90.31593535329188
Off,7030,38.652137342958376,-90.31630871924588
Off,7034,38.65214693021901,-90.31645112557462
Off,7036,38.652157757234484,-90.31658855218993
Off,708-712,38.657077554449664,-90.30294148446761
Off,710,38.65702162964829,-90.30169739014418
Off,710,38.6568093465168,-90.30049136738775
Off,711,38.65696635795815,-90.30101123959622
Off,712-718,38.65731972485566,-90.3029000945909
Off,715,38.65718510287848,-90.30226170661707
Off,717,38.657060958300136,-90.3010034852959
Off,718,38.65749101967362,-90.30551750707923
Off,720,38.657035796113156,-90.30034473312017
Off,720,38.65749717927957,-90.3028777057286
Off,721,38.657197584239206,-90.30098735681497
Off,722,38.65768981251992,-90.3082562467
Off,726,38.65767680615864,-90.3027980058206
Off,726,38.65785483405011,-90.3040798719448
Off,727,38.65771227456564,-90.30786653005495
Off,727-31,38.65764733826319,-90.30239860302534
Off,730-32,38.65787221842326,-90.30274760638417
Off,733-37,38.65788470283076,-90.30218951322594
Off,735,38.65800864568796,-90.30457296186857
Off,736,38.65817257829219,-90.30396086360649
Off,736,38.65745462279988,-90.30035751548112
Off,736,38.65821255830302,-90.30640697260034
Off,738 ,38.65801571742882,-90.30280608800103
Off,739,38.65816914945178,-90.30456862696525
Off,740,38.658338145247455,-90.3039430824033
Off,740,38.65767638491224,-90.30040723309878
Off,740,38.658182510250676,-90.30274103377485
Off,741,38.65779615235384,-90.30094672498801
Off,744,38.65828612599978,-90.3027816858852
Off,745,38.658382811406646,-90.30330093528795
Off,745,38.658319124577716,-90.30457002564215
Off,746,38.657831820565185,-90.30035226242053
Off,746,38.65849687898899,-90.30392512119201
Off,749,38.65849139502657,-90.30454278203374
Off,750,38.658703882675894,-90.30392236066915
Off,751,38.65861715089926,-90.30338551054777
Off,800,38.657982613935516,-90.3003387659441
Off,804,38.658158638112276,-90.3002406269307
Off,812,38.6584650142035,-90.3003152907226
Off,816,38.65860149574991,-90.30029357215396
Off,821,38.65994711727159,-90.30566307754447
Off,852,38.66129195685802,-90.30768376524155
Off,858,38.66134786077827,-90.30764297673699
Off,863,38.661230355867275,-90.30368478535082
Off,875 KINGSLAND,38.6610864097398,-90.30860942674009
Off,876-886,38.66061882627799,-90.30497342818889
Off,901,38.659795428704285,-90.300491653437
Off,905,38.65990320343151,-90.30045470371617
Off,909,38.66003397345507,-90.30045844551462
Off,915,38.66028999472117,-90.30047756531239
Off,950,38.66242875281346,-90.30724972004558
